Id,Nombre,Imagen,Tipo Pokemon,Peso,Habilidades,Movimiento,Altura,Habitat,Es baby,Es Legendario,Es Mitico,Generacion,Descripcion
27,sandshrew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/27.png,ground,12.0,"sand-veil,sand-rush","scratch,swords-dance,cut,sand-attack,headbutt,body-slam,take-down,double-edge,poison-sting,submission,low-kick,counter,seismic-toss,strength,earthquake,fissure,dig,toxic,agility,rage,mimic,double-team,defense-curl,bide,swift,skull-bash,amnesia,leech-life,fury-swipes,rest,rock-slide,super-fang,slash,substitute,thief,snore,curse,flail,protect,mud-slap,spikes,detect,sandstorm,endure,rollout,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,safeguard,magnitude,dynamic-punch,rapid-spin,iron-tail,metal-claw,hidden-power,sunny-day,rock-smash,facade,focus-punch,brick-break,knock-off,endeavor,secret-power,crush-claw,rock-tomb,sand-tomb,aerial-ace,mud-shot,covet,gyro-ball,natural-gift,fling,poison-jab,night-slash,x-scissor,earth-power,shadow-claw,rock-climb,stone-edge,captivate,stealth-rock,hone-claws,smack-down,round,chip-away,bulldoze,work-up,rototiller,confide,high-horsepower,throat-chop,stomping-tantrum,steel-roller,scorching-sands,tera-blast",0.6,rough-terrain,No,No,No,generation-i,"Este Pokémon permanece bajo tierra. Si se siente amenazado, se enrosca para defenderse."
28,sandslash,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/28.png,ground,29.5,"sand-veil,sand-rush","scratch,swords-dance,cut,sand-attack,headbutt,body-slam,take-down,double-edge,poison-sting,pin-missile,hyper-beam,submission,low-kick,counter,seismic-toss,strength,earthquake,fissure,dig,toxic,agility,rage,mimic,double-team,defense-curl,bide,swift,skull-bash,amnesia,leech-life,fury-swipes,rest,rock-slide,super-fang,slash,substitute,thief,snore,curse,flail,protect,mud-slap,spikes,detect,sandstorm,endure,rollout,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,safeguard,magnitude,dynamic-punch,rapid-spin,iron-tail,metal-claw,hidden-power,sunny-day,rock-smash,facade,focus-punch,brick-break,knock-off,endeavor,secret-power,crush-claw,rock-tomb,sand-tomb,aerial-ace,mud-shot,covet,gyro-ball,natural-gift,fling,poison-jab,night-slash,x-scissor,focus-blast,earth-power,giga-impact,shadow-claw,rock-climb,gunk-shot,stone-edge,captivate,stealth-rock,hone-claws,smack-down,round,bulldoze,work-up,drill-run,confide,high-horsepower,throat-chop,stomping-tantrum,steel-roller,scorching-sands,tera-blast",1.0,rough-terrain,No,No,No,generation-i,"Si cava a gran velocidad, puede que se le caigan las garras y púas. Vuelven a crecerle en un día."
29,nidoran-f,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/29.png,poison,7.0,"poison-point,rivalry,hustle","scratch,cut,double-kick,headbutt,tackle,body-slam,take-down,double-edge,tail-whip,poison-sting,bite,growl,supersonic,disable,ice-beam,blizzard,counter,strength,thunderbolt,thunder,dig,toxic,rage,mimic,double-team,defense-curl,reflect,focus-energy,bide,skull-bash,fury-swipes,rest,super-fang,substitute,thief,snore,curse,protect,sludge-bomb,mud-slap,detect,endure,charm,swagger,attract,sleep-talk,return,frustration,pursuit,iron-tail,hidden-power,rain-dance,sunny-day,crunch,rock-smash,beat-up,flatter,facade,helping-hand,secret-power,poison-fang,aerial-ace,poison-tail,shock-wave,water-pulse,natural-gift,toxic-spikes,poison-jab,earth-power,shadow-claw,captivate,hone-claws,venoshock,round,echoed-voice,chip-away,confide,venom-drench",0.4,grassland,No,No,No,generation-i,"Aunque pequeñas, sus venenosas púas son muy peligrosas. Tienen un cuerno más pequeño que los machos."
30,nidorina,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/30.png,poison,20.0,"poison-point,rivalry,hustle","scratch,cut,double-kick,headbutt,horn-drill,tackle,body-slam,take-down,double-edge,tail-whip,poison-sting,bite,growl,water-gun,ice-beam,blizzard,bubble-beam,counter,strength,thunderbolt,thunder,dig,toxic,rage,mimic,double-team,defense-curl,reflect,focus-energy,bide,skull-bash,fury-swipes,rest,super-fang,substitute,thief,snore,curse,protect,sludge-bomb,mud-slap,detect,endure,charm,swagger,attract,sleep-talk,return,frustration,iron-tail,hidden-power,rain-dance,sunny-day,crunch,rock-smash,beat-up,flatter,facade,helping-hand,secret-power,poison-fang,aerial-ace,shock-wave,water-pulse,natural-gift,toxic-spikes,poison-jab,earth-power,shadow-claw,captivate,hone-claws,venoshock,round,echoed-voice,confide,venom-drench,stomping-tantrum",0.8,grassland,No,No,No,generation-i,Tiene un carácter afable. Emite ondas ultrasónicas para confundir al enemigo.
31,nidoqueen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/31.png,"poison,ground",60.0,"poison-point,rivalry,sheer-force","mega-punch,pay-day,fire-punch,ice-punch,thunder-punch,scratch,cut,double-kick,mega-kick,headbutt,horn-drill,tackle,body-slam,take-down,double-edge,tail-whip,poison-sting,bite,growl,roar,supersonic,flamethrower,water-gun,surf,ice-beam,blizzard,bubble-beam,hyper-beam,submission,counter,seismic-toss,strength,thunderbolt,thunder,earthquake,fissure,dig,toxic,rage,mimic,double-team,defense-curl,reflect,focus-energy,bide,fire-blast,skull-bash,fury-swipes,rest,rock-slide,super-fang,substitute,thief,snore,curse,protect,sludge-bomb,mud-slap,icy-wind,detect,outrage,sandstorm,endure,charm,swagger,fury-cutter,attract,sleep-talk,return,frustration,dynamic-punch,iron-tail,hidden-power,rain-dance,sunny-day,crunch,shadow-ball,rock-smash,whirlpool,beat-up,uproar,torment,flatter,facade,focus-punch,taunt,helping-hand,superpower,brick-break,secret-power,rock-tomb,sand-tomb,aerial-ace,mud-shot,rock-blast,shock-wave,water-pulse,natural-gift,fling,toxic-spikes,poison-jab,aqua-tail,dragon-pulse,focus-blast,earth-power,giga-impact,avalanche,shadow-claw,rock-climb,stone-edge,captivate,stealth-rock,hone-claws,venoshock,smack-down,sludge-wave,round,echoed-voice,chip-away,hex,incinerate,quash,bulldoze,dragon-tail,drill-run,confide,venom-drench,power-up-punch,high-horsepower,throat-chop,stomping-tantrum,body-press,scorching-sands",1.3,grassland,No,No,No,generation-i,Usa su cuerpo duro y escamoso para sellar la entrada a su madriguera y protegerse de los depredadores.
32,nidoran-m,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/32.png,poison,9.0,"poison-point,rivalry,hustle","cut,double-kick,headbutt,horn-attack,fury-attack,horn-drill,tackle,body-slam,take-down,thrash,double-edge,poison-sting,leer,supersonic,disable,ice-beam,blizzard,peck,counter,strength,thunderbolt,thunder,dig,toxic,confusion,rage,mimic,double-team,defense-curl,reflect,focus-energy,bide,skull-bash,amnesia,rest,super-fang,substitute,thief,snore,curse,protect,sludge-bomb,mud-slap,detect,endure,swagger,attract,sleep-talk,return,frustration,iron-tail,hidden-power,rain-dance,sunny-day,rock-smash,beat-up,flatter,facade,helping-hand,secret-power,poison-tail,shock-wave,water-pulse,natural-gift,sucker-punch,toxic-spikes,poison-jab,earth-power,shadow-claw,captivate,head-smash,hone-claws,venoshock,round,echoed-voice,chip-away,drill-run,confide,venom-drench,smart-strike",0.5,grassland,No,No,No,generation-i,Saca las orejas por encima de la hierba para explorar el territorio. Le protege su cuerno venenoso.
33,nidorino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/33.png,poison,19.5,"poison-point,rivalry,hustle","cut,double-kick,headbutt,horn-attack,fury-attack,horn-drill,tackle,body-slam,take-down,double-edge,poison-sting,leer,water-gun,ice-beam,blizzard,bubble-beam,peck,counter,strength,thunderbolt,thunder,dig,toxic,rage,mimic,double-team,defense-curl,reflect,focus-energy,bide,skull-bash,amnesia,rest,super-fang,substitute,thief,snore,curse,protect,sludge-bomb,mud-slap,detect,endure,swagger,attract,sleep-talk,return,frustration,iron-tail,hidden-power,rain-dance,sunny-day,rock-smash,beat-up,flatter,facade,helping-hand,secret-power,shock-wave,water-pulse,natural-gift,sucker-punch,toxic-spikes,poison-jab,earth-power,shadow-claw,captivate,hone-claws,venoshock,round,echoed-voice,drill-run,confide,venom-drench,smart-strike,stomping-tantrum",0.9,grassland,No,No,No,generation-i,"Levanta sus grandes orejas para vigilar. Si detecta algo, atacará de inmediato."
34,nidoking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/34.png,"poison,ground",62.0,"poison-point,rivalry,sheer-force","mega-punch,pay-day,fire-punch,ice-punch,thunder-punch,cut,double-kick,mega-kick,headbutt,horn-attack,fury-attack,horn-drill,tackle,body-slam,take-down,thrash,double-edge,poison-sting,leer,roar,supersonic,flamethrower,water-gun,surf,ice-beam,blizzard,bubble-beam,hyper-beam,peck,submission,counter,seismic-toss,strength,thunderbolt,thunder,earthquake,fissure,dig,toxic,rage,mimic,double-team,defense-curl,reflect,focus-energy,bide,fire-blast,skull-bash,amnesia,rest,rock-slide,super-fang,substitute,thief,snore,curse,protect,sludge-bomb,mud-slap,icy-wind,detect,outrage,sandstorm,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,dynamic-punch,megahorn,iron-tail,hidden-power,rain-dance,sunny-day,shadow-ball,rock-smash,whirlpool,beat-up,uproar,torment,flatter,facade,focus-punch,taunt,helping-hand,superpower,brick-break,secret-power,rock-tomb,sand-tomb,mud-shot,rock-blast,shock-wave,water-pulse,natural-gift,fling,sucker-punch,toxic-spikes,poison-jab,aqua-tail,dragon-pulse,focus-blast,earth-power,giga-impact,avalanche,shadow-claw,rock-climb,stone-edge,captivate,stealth-rock,hone-claws,venoshock,smack-down,sludge-wave,round,echoed-voice,chip-away,hex,incinerate,quash,bulldoze,dragon-tail,drill-run,confide,venom-drench,power-up-punch,high-horsepower,throat-chop,smart-strike,stomping-tantrum,body-press,scorching-sands",1.4,grassland,No,No,No,generation-i,Es fácil reconocerlo por tener una dura piel y un gran cuerno lleno de peligrosísimo veneno.
35,clefairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/35.png,fairy,7.5,"cute-charm,magic-guard,friend-guard","pound,double-slap,mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,headbutt,body-slam,take-down,double-edge,growl,sing,flamethrower,water-gun,ice-beam,blizzard,psybeam,bubble-beam,submission,counter,seismic-toss,strength,solar-beam,thunderbolt,thunder-wave,thunder,dig,toxic,psychic,rage,teleport,night-shade,mimic,double-team,minimize,defense-curl,light-screen,reflect,bide,metronome,fire-blast,swift,skull-bash,amnesia,soft-boiled,dream-eater,flash,psywave,splash,rest,tri-attack,substitute,thief,nightmare,snore,curse,protect,sweet-kiss,mud-slap,zap-cannon,icy-wind,detect,endure,charm,rollout,swagger,attract,sleep-talk,heal-bell,return,present,frustration,safeguard,dynamic-punch,baton-pass,encore,iron-tail,moonlight,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,rock-smash,uproar,facade,focus-punch,follow-me,helping-hand,trick,role-play,wish,magic-coat,recycle,brick-break,knock-off,endeavor,skill-swap,imprison,snatch,secret-power,hyper-voice,meteor-mash,fake-tears,tickle,cosmic-power,signal-beam,bounce,covet,magical-leaf,calm-mind,shock-wave,water-pulse,gravity,wake-up-slap,healing-wish,natural-gift,fling,lucky-chant,copycat,last-resort,drain-punch,zen-headbutt,captivate,stealth-rock,grass-knot,charge-beam,wonder-room,psyshock,telekinesis,after-you,round,echoed-voice,stored-power,ally-switch,heal-pulse,incinerate,retaliate,bestow,work-up,disarming-voice,draining-kiss,misty-terrain,play-rough,moonblast,confide,mystical-fire,dazzling-gleam,power-up-punch,spotlight,life-dew,meteor-beam,misty-explosion,dual-wingbeat,tera-blast,chilling-water,alluring-voice",0.6,mountain,No,No,No,generation-i,Se dice que la felicidad llegará a quien vea a un grupo de Clefairy bailando a la luz de la luna llena.
36,clefable,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/36.png,fairy,40.0,"cute-charm,magic-guard,unaware","pound,double-slap,mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,headbutt,body-slam,take-down,double-edge,growl,sing,flamethrower,water-gun,ice-beam,blizzard,psybeam,bubble-beam,hyper-beam,submission,counter,seismic-toss,strength,solar-beam,thunderbolt,thunder-wave,thunder,dig,toxic,psychic,rage,teleport,night-shade,mimic,double-team,minimize,defense-curl,light-screen,reflect,bide,metronome,fire-blast,swift,skull-bash,amnesia,soft-boiled,dream-eater,flash,psywave,splash,rest,tri-attack,substitute,thief,nightmare,snore,curse,protect,sweet-kiss,mud-slap,zap-cannon,icy-wind,detect,endure,charm,rollout,swagger,attract,sleep-talk,heal-bell,return,present,frustration,safeguard,dynamic-punch,baton-pass,encore,iron-tail,moonlight,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,future-sight,rock-smash,uproar,facade,focus-punch,follow-me,helping-hand,trick,role-play,wish,magic-coat,recycle,brick-break,knock-off,endeavor,skill-swap,imprison,snatch,secret-power,hyper-voice,meteor-mash,fake-tears,tickle,cosmic-power,signal-beam,bounce,covet,magical-leaf,calm-mind,shock-wave,water-pulse,gravity,healing-wish,natural-gift,fling,copycat,last-resort,drain-punch,focus-blast,giga-impact,zen-headbutt,captivate,stealth-rock,grass-knot,charge-beam,wonder-room,psyshock,telekinesis,after-you,round,echoed-voice,stored-power,ally-switch,heal-pulse,incinerate,retaliate,work-up,disarming-voice,draining-kiss,misty-terrain,play-rough,moonblast,confide,mystical-fire,dazzling-gleam,power-up-punch,spotlight,laser-focus,life-dew,meteor-beam,misty-explosion,dual-wingbeat,tera-blast,chilling-water,alluring-voice",1.3,mountain,No,No,No,generation-i,Su oído es tan agudo que puede oír una aguja caer a 1 km. Vive en montañas solitarias.
37,vulpix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/37.png,fire,9.9,"flash-fire,drought","headbutt,tackle,body-slam,take-down,double-edge,tail-whip,roar,disable,ember,flamethrower,fire-spin,dig,toxic,hypnosis,agility,quick-attack,rage,mimic,double-team,confuse-ray,reflect,bide,fire-blast,swift,skull-bash,rest,substitute,snore,curse,flail,spite,protect,feint-attack,endure,charm,swagger,attract,sleep-talk,return,frustration,safeguard,pain-split,baton-pass,encore,iron-tail,hidden-power,sunny-day,psych-up,heat-wave,will-o-wisp,memento,facade,helping-hand,role-play,imprison,grudge,secret-power,weather-ball,overheat,extrasensory,howl,covet,healing-wish,natural-gift,payback,power-swap,flare-blitz,dark-pulse,energy-ball,nasty-plot,zen-headbutt,captivate,ominous-wind,flame-burst,flame-charge,foul-play,round,hex,incinerate,inferno,tail-slap,snarl,confide,mystical-fire,baby-doll-eyes,burning-jealousy,tera-blast",0.6,grassland,No,No,No,generation-i,"Cuando nace solo tiene una cola, pero a medida que crece, esta se va dividiendo desde la punta."
38,ninetales,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/38.png,fire,19.9,"flash-fire,drought","headbutt,tackle,body-slam,take-down,double-edge,tail-whip,roar,disable,ember,flamethrower,hyper-beam,solar-beam,fire-spin,dig,toxic,hypnosis,agility,quick-attack,rage,night-shade,mimic,double-team,confuse-ray,reflect,bide,fire-blast,swift,skull-bash,dream-eater,rest,substitute,snore,curse,flail,spite,protect,endure,charm,swagger,attract,sleep-talk,return,frustration,safeguard,pain-split,baton-pass,encore,iron-tail,hidden-power,sunny-day,psych-up,shadow-ball,heat-wave,will-o-wisp,memento,facade,helping-hand,role-play,imprison,grudge,secret-power,weather-ball,fake-tears,overheat,extrasensory,howl,covet,calm-mind,healing-wish,natural-gift,payback,power-swap,flare-blitz,dark-pulse,energy-ball,giga-impact,nasty-plot,zen-headbutt,captivate,ominous-wind,psyshock,flame-charge,foul-play,round,stored-power,hex,incinerate,inferno,tail-slap,snarl,confide,mystical-fire,baby-doll-eyes,laser-focus,burning-jealousy,scorching-sands,tera-blast",1.1,grassland,No,No,No,generation-i,Tiene nueve colas y un pelaje de color dorado. Dicen que este Pokémon llega a vivir 1000 años.
39,jigglypuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/39.png,"normal,fairy",5.5,"cute-charm,competitive,friend-guard","pound,double-slap,mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,headbutt,body-slam,take-down,double-edge,sing,disable,flamethrower,water-gun,ice-beam,blizzard,bubble-beam,submission,counter,seismic-toss,strength,solar-beam,thunderbolt,thunder-wave,thunder,dig,toxic,psychic,rage,teleport,mimic,screech,double-team,defense-curl,light-screen,reflect,bide,metronome,self-destruct,fire-blast,swift,skull-bash,amnesia,dream-eater,flash,psywave,rest,tri-attack,substitute,thief,nightmare,snore,curse,protect,sweet-kiss,mud-slap,zap-cannon,icy-wind,detect,sandstorm,endure,charm,rollout,swagger,attract,sleep-talk,heal-bell,return,frustration,safeguard,pain-split,dynamic-punch,baton-pass,encore,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,uproar,stockpile,spit-up,swallow,facade,focus-punch,taunt,helping-hand,role-play,magic-coat,recycle,brick-break,knock-off,endeavor,skill-swap,snatch,secret-power,hyper-voice,fake-tears,bounce,covet,magical-leaf,calm-mind,shock-wave,water-pulse,gravity,wake-up-slap,gyro-ball,natural-gift,fling,copycat,last-resort,dark-pulse,drain-punch,energy-ball,nasty-plot,zen-headbutt,captivate,stealth-rock,grass-knot,charge-beam,psyshock,telekinesis,round,echoed-voice,stored-power,ally-switch,incinerate,retaliate,work-up,wild-charge,disarming-voice,draining-kiss,misty-terrain,play-rough,play-nice,confide,dazzling-gleam,power-up-punch,body-press,steel-roller,misty-explosion,tera-blast,ice-spinner,trailblaze,chilling-water,alluring-voice,psychic-noise",0.5,grassland,No,No,No,generation-i,Cautiva con la mirada a su enemigo y hace que se quede profundamente dormido mientras entona una dulce melodía.
40,wigglytuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/40.png,"normal,fairy",12.0,"cute-charm,competitive,frisk","pound,double-slap,mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,headbutt,body-slam,take-down,double-edge,sing,disable,flamethrower,water-gun,ice-beam,blizzard,bubble-beam,hyper-beam,submission,counter,seismic-toss,strength,solar-beam,thunderbolt,thunder-wave,thunder,dig,toxic,psychic,rage,teleport,mimic,screech,double-team,minimize,defense-curl,light-screen,reflect,bide,metronome,self-destruct,fire-blast,swift,skull-bash,amnesia,dream-eater,flash,psywave,rest,tri-attack,substitute,thief,nightmare,snore,curse,protect,sweet-kiss,mud-slap,zap-cannon,icy-wind,detect,sandstorm,endure,charm,rollout,swagger,attract,sleep-talk,heal-bell,return,frustration,safeguard,pain-split,dynamic-punch,baton-pass,encore,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,uproar,stockpile,spit-up,swallow,facade,focus-punch,taunt,helping-hand,role-play,magic-coat,recycle,brick-break,knock-off,endeavor,skill-swap,snatch,secret-power,hyper-voice,fake-tears,bounce,covet,magical-leaf,calm-mind,shock-wave,water-pulse,gravity,gyro-ball,natural-gift,fling,copycat,last-resort,dark-pulse,drain-punch,focus-blast,energy-ball,giga-impact,nasty-plot,zen-headbutt,captivate,stealth-rock,grass-knot,charge-beam,psyshock,telekinesis,magic-room,round,echoed-voice,stored-power,ally-switch,incinerate,retaliate,work-up,wild-charge,disarming-voice,draining-kiss,misty-terrain,play-rough,confide,dazzling-gleam,power-up-punch,laser-focus,body-press,expanding-force,steel-roller,misty-explosion,tera-blast,ice-spinner,trailblaze,chilling-water,alluring-voice,psychic-noise",1.0,grassland,No,No,No,generation-i,"Su piel es tan suave que si dos de ellos se acurrucan juntos, no querrán separarse nunca."
